TransactionID,Date,Year,Quarter,Month,Week,Day,State,City,ZipCode,Gender,AgeCat,AgentSince,Position,LotArea,Bedrooms,Bathrooms,Kitchens,Floors,ParkingArea,BuiltSince,Condition,ListingType,NumVisits,MaintenanceExp,AskedAmount,TransactionValue,CommissionRate,CommissionValue,NegotiationDays,ClosingDays
592,2024-08-02,2024,3,8,31,2,Massachusetts,Cambridge,2142,Female,Middle Aged,0,Listing Coordinator,4746,6,6,3,2,407,50,Average,Rental,1,7077,696879.0,434871.0,4.8,5460.0,98,95
593,2024-06-04,2024,2,6,23,4,District of Columbia,Washington,20425,Female,Adult,0,Leasing Consultant,3898,5,5,2,2,720,74,Excellent,Rental,1,1746,476844.0,279625.0,4.8,5460.0,27,0
594,2024-09-10,2024,3,9,37,10,Texas,Dallas,75260,Male,Senior,0,Leasing Consultant,3721,5,5,2,2,271,68,Average,Sale,1,8382,57943.0,641758.0,2.2,32088.0,87,206
595,2024-05-22,2024,2,5,21,22,California,San Bernardino,92415,Female,Middle Aged,0,Property Manager,2770,4,4,2,1,185,60,Average,Sale,1,0,427337.0,755418.0,2.7,40884.0,53,57
596,2024-08-21,2024,3,8,34,21,New York,New York City,10105,Male,Middle Aged,0,Broker Associate,3814,5,5,2,2,47,30,Poor,Rental,1,2086,480009.0,511201.0,4.6,13258.0,159,0
597,2024-07-23,2024,3,7,30,23,Pennsylvania,Levittown,19058,Male,Middle Aged,0,Leasing Consultant,4044,5,5,2,2,313,64,Poor,Rental,1,0,637982.8,296612.0,3.0,13602.0,32,0
598,2024-05-13,2024,2,5,20,13,Texas,Dallas,75226,Male,Middle Aged,0,Leasing Consultant,501,1,1,1,1,28,63,Poor,Sale,1,0,437716.0,151893.0,4.5,4117.0,43,0
599,2024-10-01,2024,4,10,40,1,Iowa,Sioux City,51105,Female,Adult,0,Listing Coordinator,2538,4,4,2,1,106,65,Excellent,Rental,1,8701,171978.0,255707.0,4.9,8816.0,121,159
600,2024-06-02,2024,2,6,22,2,District of Columbia,Washington,20370,Male,Adult,0,Listing Coordinator,4662,6,6,3,2,472,32,Average,Sale,1,8372,786593.0,503534.0,3.1,49717.0,89,121
601,2023-02-08,2023,1,2,6,8,Georgia,Atlanta,30340,Female,Middle Aged,3,Broker Associate,4538,6,6,3,2,643,28,Poor,Sale,2,5603,593113.0,59525.0,4.6,44470.0,126,834
602,2024-04-20,2024,2,4,16,20,Louisiana,Shreveport,71115,Male,Senior,2,Real Estate Agent,4841,6,6,3,2,467,66,Excellent,Rental,1,2237,20833.0,66308.0,12.463888362808847,41461.0,144,1597
603,2023-09-29,2023,3,9,39,29,Utah,Ogden,84409,Female,Senior,4,Property Manager,4246,5,5,2,2,447,67,Average,Sale,0,7821,54456.0,58317.0,4.2,7108.0,0,720
604,2022-10-24,2022,4,10,43,24,Florida,Clearwater,34620,Female,Adult,2,Property Manager,1428,3,3,1,1,114,7,Average,Rental,0,4506,865323.0,20098.0,5.9,44830.0,0,644
605,2022-08-15,2022,3,8,33,15,Ohio,Cleveland,20478,Male,Middle Aged,4,Broker Associate,3033,4,4,2,2,170,69,Average,Rental,1,6250,307290.4,58371.0,5.8,1529.0,169,945
606,2024-03-06,2024,1,3,10,6,District of Columbia,Washington,20244,Female,Middle Aged,2,Leasing Consultant,3719,5,5,2,2,84,12,Excellent,Rental,2,9300,793633.0,16716.0,5.4,8714.0,81,303
607,2022-07-05,2022,3,7,27,5,Connecticut,Hartford,6140,Male,Middle Aged,1,Property Manager,652,1,1,1,1,121,9,Average,Rental,2,15292,492818.0,26999.0,4.1,8272.0,40,0
608,2022-01-22,2022,1,1,4,22,Arizona,Phoenix,85020,Male,Adult,3,Broker Associate,1282,2,2,1,1,184,7,Excellent,Rental,2,3940,193865.0,26068.0,3.7,30394.0,83,580
609,2024-02-20,2024,1,2,8,20,New York,Bronx,10474,Male,Middle Aged,5,Real Estate Agent,1965,3,3,2,1,335,50,Average,Sale,1,7587,908379.0,68909.0,3.0,27612.0,175,1202
610,2022-01-22,2022,1,1,4,22,Texas,El Paso,79984,Male,Adult,1,Leasing Consultant,513,1,1,1,1,57,63,Average,Rental,1,7224,633580.0,65626.0,4.9,38895.0,104,22
611,2024-01-04,2024,1,1,1,4,California,Sacramento,94273,Female,Middle Aged,5,Real Estate Agent,3518,4,4,2,2,426,55,Poor,Sale,1,7346,314310.0,69425.0,5.2,30492.0,111,1498
612,2022-03-12,2022,1,3,11,12,Texas,Abilene,79605,Male,Adult,3,Property Manager,3739,5,5,2,2,337,57,Average,Sale,1,3868,303773.8,71644.0,4.8,41240.0,162,666
613,2022-02-13,2022,1,2,7,13,North Carolina,Charlotte,28210,Male,Senior,2,Property Manager,2009,3,3,2,1,38,48,Excellent,Rental,1,0,497698.0,65443.0,4.1,33694.0,149,764
614,2023-03-03,2023,1,3,9,3,Florida,Seminole,34642,Female,Adult,4,Property Manager,847,1,1,1,1,168,59,Average,Sale,1,0,949849.0,575898.3050847457,5.9,33978.0,76,164
615,2023-02-08,2023,1,2,6,8,Mississippi,Hattiesburg,39404,Male,Adult,3,Broker Associate,2348,4,4,2,1,292,43,Excellent,Sale,1,6295,134136.0,23732.0,4.1,33371.0,114,536
616,2022-09-16,2022,3,9,37,16,Minnesota,Maple Plain,55572,Male,Adult,5,Property Manager,3063,4,4,2,2,605,37,Average,Rental,1,1466,168352.0,237820.0,5.0,11891.0,145,0
617,2022-03-30,2022,1,3,13,30,Tennessee,Chattanooga,37405,Male,Senior,5,Listing Coordinator,1633,3,3,2,1,62,47,Poor,Sale,2,4234,314776.0,60205.0,2.2,11010.0,129,391
618,2022-02-08,2022,1,2,6,8,Virginia,Springfield,22156,Male,Senior,1,Leasing Consultant,2416,4,4,2,1,4,13,Excellent,Rental,1,249,365747.0,1335120.0,2.5,33378.0,71,975
619,2023-06-19,2023,2,6,25,19,New York,Syracuse,13217,Male,Middle Aged,1,Property Manager,1271,2,2,1,1,29,64,Excellent,Sale,3,7102,428691.0,51232.0,2.4,15241.0,12,931
620,2022-02-28,2022,1,2,9,28,California,Fresno,93762,Female,Senior,4,Listing Coordinator,4192,5,5,2,2,747,68,Excellent,Sale,1,8066,952521.0,28583.0,2.3,8131.0,148,144
621,2023-02-07,2023,1,2,6,7,Texas,El Paso,79911,Male,Middle Aged,4,Broker Associate,2220,3,3,2,1,136,29,Poor,Rental,1,0,719423.0,46057.0,4.7,41174.0,127,908
622,2023-10-17,2023,4,10,42,17,Texas,El Paso,88514,Female,Senior,3,Real Estate Agent,4025,5,5,2,2,657,31,Average,Sale,1,1944,974221.0,25787.0,2.6,49068.0,32,1494
623,2024-03-25,2024,1,3,13,25,Virginia,Roanoke,24029,Male,Middle Aged,1,Listing Coordinator,1769,3,3,2,1,215,11,Average,Rental,1,8124,355045.0,28130.0,5.7,38826.0,108,1831
624,2022-09-15,2022,3,9,37,15,Illinois,Bloomington,61709,Male,Middle Aged,2,Listing Coordinator,4058,5,5,2,2,515,19,Average,Rental,1,1502,251828.6,40133.0,5.9,42107.0,163,627
625,2024-05-04,2024,2,5,18,4,Texas,Dallas,75358,Male,Adult,3,Property Manager,1945,3,3,2,1,224,64,Excellent,Rental,0,2329,185879.0,51570.0,3.0,36463.0,0,397
626,2022-07-22,2022,3,7,29,22,Kansas,Wichita,65388,Female,Adult,5,Property Manager,3799,5,5,2,2,304,22,Excellent,Sale,1,0,903336.0,70197.0,4.7,14917.0,136,93
627,2023-03-15,2023,1,3,11,15,Texas,Houston,77240,Female,Middle Aged,3,Leasing Consultant,4162,5,5,2,2,805,65,Average,Sale,0,0,192327.0,36607.0,5.4,7938.0,0,495
628,2022-08-07,2022,3,8,32,7,Nevada,Las Vegas,89140,Male,Adult,3,Broker Associate,1891,3,3,2,1,372,32,Excellent,Sale,1,775,562190.0,16496.0,2.3,13767.0,26,0
629,2023-07-10,2023,3,7,28,10,Louisiana,Baton Rouge,70883,Female,Adult,2,Real Estate Agent,2927,4,4,2,1,457,60,Average,Rental,1,0,963905.0,22043.0,2.2,24039.0,115,291
630,2024-02-27,2024,1,2,9,27,Delaware,Wilmington,19805,Male,Adult,2,Broker Associate,4662,6,6,3,2,254,16,Average,Sale,1,0,810230.0,60319.0,3.2,33881.0,75,940
631,2023-06-17,2023,2,6,24,17,North Carolina,Charlotte,28247,Female,Adult,2,Leasing Consultant,3848,5,5,2,2,687,5,Excellent,Sale,1,3738,519555.0,50693.0,98.23841556033376,49800.0,114,1527
632,2023-12-23,2023,4,12,51,23,Florida,Orlando,29105,Male,Middle Aged,3,Broker Associate,1426,3,3,1,1,134,3,Excellent,Sale,1,0,453302.0,47250.0,3.3,27164.0,105,1270
633,2022-10-27,2022,4,10,43,27,Texas,El Paso,79994,Female,Senior,1,Real Estate Agent,4842,6,6,3,2,387,38,Average,Rental,1,0,930771.0,67231.0,3.7,30641.0,166,1188
634,2023-03-26,2023,1,3,13,26,Georgia,Atlanta,31196,Female,Adult,4,Broker Associate,1822,3,3,2,1,140,34,Excellent,Rental,0,11155,937871.0,27165.0,5.7,15822.0,0,0
635,2022-09-20,2022,3,9,38,20,California,Fresno,93750,Male,Middle Aged,3,Property Manager,3418,4,4,2,2,473,43,Poor,Sale,3,0,471216.0,67261.0,5.9,5224.0,69,601
636,2024-02-23,2024,1,2,8,23,District of Columbia,Washington,20099,Female,Middle Aged,1,Listing Coordinator,2881,4,4,2,1,215,56,Average,Sale,2,5266,949950.0,39056.0,2.3,34548.0,110,1391
637,2023-04-03,2023,2,4,14,3,Georgia,Augusta,30905,Female,Middle Aged,3,Real Estate Agent,848,1,1,1,1,27,58,Poor,Sale,0,0,362396.0,46516.0,2.7,31643.0,0,1159
638,2022-02-01,2022,1,2,5,1,Kentucky,Lexington,40510,Female,Middle Aged,4,Broker Associate,4953,6,6,3,2,883,49,Excellent,Sale,2,7641,905192.0,47188.0,4.3,24826.0,43,286
639,2022-02-14,2022,1,2,7,14,Florida,Fort Myers,33913,Female,Middle Aged,5,Property Manager,3705,5,5,2,2,687,13,Poor,Sale,1,11241,771716.0,22875.0,5.4,38072.0,51,67
640,2023-04-22,2023,2,4,16,22,Kentucky,Louisville,40220,Male,Adult,4,Property Manager,1162,2,2,1,1,5,39,Average,Sale,1,4926,270445.0,68868.0,2.1,13131.0,88,0
641,2024-01-03,2024,1,1,1,3,California,San Francisco,94154,Male,Adult,3,Listing Coordinator,4259,5,5,2,2,654,12,Poor,Rental,0,20452,892694.0,27272.0,4.2,18646.0,0,434
642,2024-01-21,2024,1,1,3,21,Oklahoma,Tulsa,74126,Male,Adult,2,Leasing Consultant,2225,3,3,2,1,162,50,Average,Rental,2,0,258104.0,55873.0,4.5,33275.0,102,1728
643,2023-09-30,2023,3,9,39,30,Texas,El Paso,88519,Male,Senior,1,Leasing Consultant,3247,4,4,2,2,269,17,Average,Rental,1,4385,747481.0,66985.0,4.2,46724.0,78,952
644,2022-01-22,2022,1,1,4,22,Arizona,Mesa,85210,Female,Middle Aged,1,Listing Coordinator,2259,3,3,2,1,66,3,Average,Sale,1,1247,114767.0,19627.0,3.6,48752.0,136,798
645,2022-03-27,2022,1,3,13,27,California,San Francisco,94116,Female,Senior,2,Property Manager,544,1,1,1,1,89,57,Average,Rental,2,8135,690136.0,40307.0,3.6,8700.0,117,0
646,2024-02-07,2024,1,2,6,7,Hawaii,Honolulu,96820,Male,Senior,4,Real Estate Agent,2142,3,3,2,1,261,69,Poor,Sale,2,11429,115892.0,70800.0,2.4,12777.0,93,1448
647,2023-08-24,2023,3,8,34,24,Wisconsin,Milwaukee,53210,Female,Middle Aged,2,Leasing Consultant,2953,4,4,2,1,288,43,Average,Sale,0,5682,945363.0,25429.0,4.2,46423.0,0,221
648,2024-03-16,2024,1,3,11,16,Texas,Dallas,75241,Male,Middle Aged,5,Property Manager,2037,3,3,2,1,160,31,Average,Sale,2,8070,149729.0,70788.0,3.3,27232.0,122,1179
649,2023-11-11,2023,4,11,45,11,Florida,Sarasota,34276,Male,Middle Aged,1,Listing Coordinator,3773,5,5,2,2,172,60,Poor,Rental,0,0,604107.0,64236.0,5.3,9223.0,0,1351
650,2024-01-05,2024,1,1,1,5,Texas,Lubbock,79405,Male,Adult,1,Listing Coordinator,750,1,1,1,1,101,55,Average,Sale,1,3556,471773.0,70274.0,3.1,20115.0,126,1331
651,2022-06-02,2022,2,6,22,2,Texas,Dallas,75379,Male,Middle Aged,3,Property Manager,4809,6,6,3,2,454,9,Excellent,Sale,0,0,775964.0,74507.0,5.1,44912.0,0,415
652,2023-04-23,2023,2,4,17,23,Florida,Tallahassee,32304,Male,Middle Aged,5,Listing Coordinator,4641,6,6,3,2,752,54,Average,Sale,2,15133,395495.0,18484.0,2.3,27539.0,16,1036
653,2023-02-09,2023,1,2,6,9,Arizona,Phoenix,84050,Female,Middle Aged,1,Real Estate Agent,1719,3,3,2,1,191,21,Poor,Rental,2,5117,859680.0,72806.0,2.3,5207.0,134,0
654,2022-11-22,2022,4,11,47,22,Indiana,Indianapolis,46247,Female,Middle Aged,1,Listing Coordinator,1119,2,2,1,1,160,17,Average,Sale,1,9860,216212.0,37768.0,3.4,25827.0,100,1055
655,2024-03-25,2024,1,3,13,25,Virginia,Merrifield,22119,Female,Senior,2,Real Estate Agent,4358,5,5,2,2,498,63,Excellent,Sale,0,587,411246.4,64108.0,3.7,26252.0,0,688
656,2023-06-20,2023,2,6,25,20,New York,Rochester,22435,Male,Middle Aged,2,Leasing Consultant,1668,3,3,2,1,265,37,Poor,Rental,1,7770,706539.0,33865.0,5.4,25719.0,109,1490
657,2022-01-15,2022,1,1,3,15,Indiana,Muncie,36476,Female,Middle Aged,3,Listing Coordinator,594,1,1,1,1,67,19,Average,Sale,0,9257,622827.0,36992.0,2.9,10954.0,0,0
658,2022-07-14,2022,3,7,28,14,California,Los Angeles,90076,Male,Middle Aged,4,Broker Associate,4572,6,6,3,2,281,19,Excellent,Sale,1,7645,704662.0,16275.0,5.6,25662.0,174,96
659,2023-04-26,2023,2,4,17,26,Texas,Irving,71842,Female,Middle Aged,2,Property Manager,4954,6,6,3,2,723,72,Average,Sale,1,9360,197153.0,68293.0,3.1,27413.0,147,73
660,2022-02-02,2022,1,2,5,2,Texas,El Paso,79923,Female,Adult,3,Property Manager,2030,3,3,2,1,184,59,Excellent,Rental,1,8792,493300.0,48038.0,4.8,41859.0,81,304
661,2023-11-10,2023,4,11,45,10,Massachusetts,Boston,2114,Male,Middle Aged,2,Real Estate Agent,4272,5,5,2,2,690,38,Excellent,Sale,0,9208,119961.0,783444.4444444444,3.6,28204.0,0,1496
662,2022-06-30,2022,2,6,26,30,California,San Diego,92115,Male,Adult,2,Real Estate Agent,4931,6,6,3,2,418,66,Average,Rental,1,3577,463623.0,29989.0,4.7,48485.0,101,71
663,2024-01-19,2024,1,1,3,19,California,San Diego,92137,Male,Middle Aged,5,Real Estate Agent,3136,4,4,2,2,608,64,Excellent,Sale,2,7137,929925.0,38471.0,4.9,15761.0,38,1311
664,2022-04-25,2022,2,4,17,25,Pennsylvania,Philadelphia,19151,Female,Adult,4,Leasing Consultant,1024,2,2,1,1,25,17,Excellent,Sale,1,0,202203.0,20438.0,3.2,38110.0,181,0
665,2022-02-17,2022,1,2,7,17,New York,Rochester,14624,Male,Middle Aged,4,Property Manager,4337,5,5,2,2,663,62,Excellent,Rental,0,2115,581414.0,68745.0,2.3,22800.0,0,91
666,2022-01-12,2022,1,1,2,12,New York,Brooklyn,11231,Male,Adult,5,Leasing Consultant,2715,4,4,2,1,214,68,Average,Rental,2,2845,682312.0,57561.0,5.3,19215.0,109,872
667,2023-08-28,2023,3,8,35,28,Texas,Mesquite,75185,Female,Adult,5,Leasing Consultant,3594,4,4,2,2,686,24,Poor,Rental,1,8985,976317.0,21872.0,2.4,11746.0,39,1243
668,2022-02-28,2022,1,2,9,28,Arizona,Tucson,85720,Male,Middle Aged,3,Property Manager,4239,5,5,2,2,241,36,Average,Sale,0,12819,966007.0,38917.0,4.3,47659.0,0,152
669,2022-08-29,2022,3,8,35,29,Florida,Orlando,32803,Male,Senior,4,Leasing Consultant,3814,5,5,2,2,717,31,Average,Rental,0,9150,761255.0,40261.0,3.7,8072.0,0,467
670,2024-03-18,2024,1,3,12,18,Nevada,Carson City,89706,Female,Adult,2,Real Estate Agent,999,1,1,1,1,191,10,Excellent,Rental,2,4843,408808.0,53415.0,5.4,46525.0,156,156
671,2024-01-09,2024,1,1,2,9,Michigan,Detroit,48295,Male,Senior,3,Leasing Consultant,4550,6,6,3,2,731,68,Average,Sale,1,0,349812.0,27434.0,3.6,29743.0,168,1353
672,2023-05-09,2023,2,5,19,9,Virginia,Richmond,23289,Female,Middle Aged,3,Listing Coordinator,704,1,1,1,1,125,18,Poor,Rental,1,0,627066.0,40029.0,69.36970696245223,27768.0,47,1003
673,2024-02-05,2024,1,2,6,5,Georgia,Duluth,30195,Female,Adult,3,Listing Coordinator,4871,6,6,3,2,361,6,Average,Sale,2,4868,430171.4,39723.0,4.6,20414.0,83,766
674,2023-11-26,2023,4,11,48,26,Georgia,Columbus,31998,Male,Middle Aged,5,Property Manager,581,1,1,1,1,0,72,Poor,Rental,2,723,347752.0,19264.0,174.73525747508305,33661.0,94,292
675,2023-11-10,2023,4,11,45,10,West Virginia,Charleston,25362,Male,Senior,5,Broker Associate,989,1,1,1,1,192,60,Average,Sale,3,0,72449.0,36855.0,2.1,31836.0,139,378
676,2023-07-20,2023,3,7,29,20,Florida,Bradenton,34210,Female,Middle Aged,5,Listing Coordinator,3292,4,4,2,2,301,19,Excellent,Sale,2,0,988488.0,27798.0,5.4,33556.0,66,554
677,2022-08-25,2022,3,8,34,25,California,Fresno,93726,Female,Middle Aged,5,Listing Coordinator,3616,5,5,2,2,538,56,Poor,Sale,1,5118,307673.0,32463.0,4.2,6323.0,98,1041
678,2023-08-25,2023,3,8,34,25,Florida,Tampa,33615,Male,Adult,2,Broker Associate,4786,6,6,3,2,800,8,Poor,Sale,1,7364,516382.0,70647.0,5.3,6448.0,38,1199
679,2023-11-06,2023,4,11,45,6,Massachusetts,Springfield,1152,Female,Adult,2,Property Manager,2478,4,4,2,1,255,46,Excellent,Rental,1,0,143155.2,20258.0,5.0,27664.0,53,173
680,2023-09-18,2023,3,9,38,18,Illinois,Chicago,60697,Female,Adult,2,Real Estate Agent,662,1,1,1,1,52,35,Average,Rental,0,5522,772870.0,64554.0,4.5,1813.0,0,722
681,2024-02-26,2024,1,2,9,26,Florida,Bradenton,34210,Female,Middle Aged,1,Listing Coordinator,1625,3,3,2,1,91,12,Excellent,Sale,2,21466,25899.0,442536.58536585374,4.1,18144.0,76,956
682,2023-10-09,2023,4,10,41,9,Georgia,Duluth,30195,Female,Middle Aged,4,Real Estate Agent,1473,3,3,1,1,221,72,Excellent,Rental,1,0,706376.0,43412.0,3.2,8882.0,48,251
683,2023-02-27,2023,1,2,9,27,California,San Jose,95160,Female,Middle Aged,4,Listing Coordinator,3631,5,5,2,2,229,47,Average,Rental,0,10205,536238.8,47790.0,3.2,30331.0,0,295
684,2023-08-01,2023,3,8,31,1,Louisiana,Baton Rouge,70810,Female,Senior,2,Real Estate Agent,3613,5,5,2,2,600,61,Average,Rental,1,13451,574886.0,26720.0,4.3,12723.0,134,0
685,2023-06-07,2023,2,6,23,7,Tennessee,Memphis,38143,Female,Senior,4,Leasing Consultant,3911,5,5,2,2,32,8,Average,Sale,2,8097,897412.0,53397.0,2.9,37517.0,85,729
686,2022-06-16,2022,2,6,24,16,Tennessee,Memphis,38168,Male,Adult,5,Real Estate Agent,4366,5,5,2,2,698,66,Poor,Rental,1,7841,904333.0,38169.0,5.8,33682.0,67,809
687,2022-09-20,2022,3,9,38,20,Mississippi,Gulfport,39505,Male,Senior,1,Broker Associate,1762,3,3,2,1,167,35,Average,Rental,0,8388,218108.6,69982.0,5.7,35814.0,0,1355
688,2023-06-26,2023,2,6,26,26,Indiana,South Bend,46634,Female,Middle Aged,1,Broker Associate,2733,4,4,2,1,7,14,Average,Rental,2,9552,197155.0,62769.0,3.6,11406.0,96,382
689,2022-08-25,2022,3,8,34,25,Florida,Pensacola,32520,Female,Middle Aged,1,Real Estate Agent,1129,2,2,1,1,179,4,Excellent,Rental,0,0,381599.0,33175.0,3.4,44170.0,0,798
690,2023-05-20,2023,2,5,20,20,Nebraska,Lincoln,73901,Female,Middle Aged,1,Listing Coordinator,3724,5,5,2,2,94,25,Average,Sale,0,8209,185065.0,38620.0,6.455997281685355,37810.0,0,0
691,2024-02-07,2024,1,2,6,7,Florida,Orlando,32854,Female,Middle Aged,5,Listing Coordinator,763,1,1,1,1,146,1,Average,Sale,0,0,302783.0,66428.0,3.0,25827.0,0,1459
692,2022-04-26,2022,2,4,17,26,Pennsylvania,Erie,16565,Male,Middle Aged,3,Leasing Consultant,2818,4,4,2,1,430,29,Average,Sale,0,0,162945.0,67281.0,4.1,23862.0,0,0
693,2022-07-02,2022,3,7,27,2,New York,Rochester,27052,Female,Adult,1,Broker Associate,3345,4,4,2,2,235,58,Excellent,Sale,1,8828,75582.0,46398.0,2.1,9472.0,93,1230
694,2022-11-19,2022,4,11,47,19,Virginia,Richmond,23203,Male,Adult,1,Leasing Consultant,1419,3,3,1,1,281,28,Excellent,Sale,0,2037,396611.0,29605.0,4.6,18436.0,0,1135
695,2023-07-08,2023,3,7,27,8,Arkansas,North Little Rock,72199,Female,Middle Aged,4,Listing Coordinator,1449,3,3,1,1,63,3,Poor,Sale,1,10284,772500.0,62814.0,2.8,37518.0,90,0
696,2023-02-11,2023,1,2,6,11,Tennessee,Memphis,38197,Male,Middle Aged,5,Property Manager,3041,4,4,2,2,246,48,Average,Sale,1,6621,580211.0,66827.0,3.9,23530.0,140,331
697,2022-06-18,2022,2,6,25,18,Alaska,Anchorage,99599,Female,Middle Aged,5,Listing Coordinator,1502,3,3,2,1,83,58,Average,Sale,0,3684,205340.0,50572.0,3.3,39089.0,0,0
698,2022-01-05,2022,1,1,1,5,California,San Jose,95173,Male,Middle Aged,3,Broker Associate,843,1,1,1,1,31,7,Average,Rental,1,2055,93146.0,38729.0,4.7,24290.0,13,303
699,2023-06-22,2023,2,6,25,22,Maryland,Silver Spring,20910,Male,Middle Aged,5,Real Estate Agent,1303,2,2,1,1,1,32,Excellent,Sale,1,9331,303103.0,62353.0,5.6,24506.0,49,1382
700,2023-11-19,2023,4,11,47,19,Washington,Tacoma,98411,Male,Adult,4,Property Manager,3932,5,5,2,2,3,5,Average,Sale,1,5102,905134.0,30606.0,5.3,19575.0,56,245
701,2023-08-07,2023,3,8,32,7,Missouri,Kansas City,64144,Female,Adult,4,Real Estate Agent,3840,5,5,2,2,705,49,Excellent,Sale,0,1923,884216.0,27168.0,4.1,20439.0,0,1292
702,2022-08-17,2022,3,8,33,17,Texas,El Paso,79984,Male,Middle Aged,3,Leasing Consultant,4563,6,6,3,2,493,1,Average,Rental,2,7031,314906.0,28987.0,4.5,28877.0,89,704
703,2022-03-01,2022,1,3,9,1,Texas,Austin,78789,Female,Middle Aged,5,Property Manager,1790,3,3,2,1,309,18,Average,Sale,1,6947,944686.0,924233.3333333334,3.0,27727.0,149,363
704,2023-09-25,2023,3,9,39,25,Missouri,Saint Louis,63131,Female,Adult,4,Property Manager,1693,3,3,2,1,180,32,Poor,Sale,0,3663,848029.0,71015.0,4.8,14164.0,0,200
705,2022-07-13,2022,3,7,28,13,New York,Syracuse,13217,Female,Adult,4,Broker Associate,3581,4,4,2,2,383,31,Average,Sale,1,0,113755.0,21165.0,5.5,27847.0,57,0
706,2023-02-20,2023,1,2,8,20,New York,Rochester,14646,Male,Middle Aged,1,Leasing Consultant,735,1,1,1,1,29,41,Average,Rental,0,0,994706.0,49955.0,3.4,44468.0,0,0
707,2024-03-17,2024,1,3,11,17,North Carolina,Durham,27717,Male,Middle Aged,3,Property Manager,4126,5,5,2,2,392,50,Average,Sale,2,0,116279.0,42042.0,2.6,29006.0,157,1019
708,2024-03-09,2024,1,3,10,9,Georgia,Valdosta,31605,Male,Middle Aged,5,Property Manager,780,1,1,1,1,142,11,Excellent,Rental,0,8288,788523.0,40583.0,2.5,45885.0,0,548
709,2023-07-08,2023,3,7,27,8,Virginia,Arlington,22212,Female,Senior,4,Broker Associate,1112,2,2,1,1,57,2,Average,Sale,2,719,626722.0,16226.0,4.3,8173.0,126,704
710,2022-03-13,2022,1,3,11,13,Florida,Boca Raton,31662,Female,Adult,3,Real Estate Agent,762,1,1,1,1,52,16,Average,Sale,0,3272,465303.2,34651.0,2.1,40535.0,0,618
711,2024-03-09,2024,1,3,10,9,Georgia,Augusta,30905,Female,Senior,2,Listing Coordinator,3499,4,4,2,2,319,25,Average,Rental,2,7779,595424.4,15497.0,3.1,16737.0,77,1428
712,2022-12-11,2022,4,12,50,11,Illinois,Aurora,60505,Female,Adult,3,Leasing Consultant,1061,2,2,1,1,72,55,Excellent,Rental,0,5261,325539.0,42861.0,2.3,22614.0,0,1182
713,2023-10-10,2023,4,10,41,10,Kansas,Wichita,67220,Female,Senior,1,Broker Associate,1890,3,3,2,1,107,25,Poor,Rental,0,0,471148.0,21511.0,4.8,42069.0,0,1732
714,2022-05-10,2022,2,5,19,10,Ohio,Cincinnati,45296,Male,Middle Aged,3,Leasing Consultant,4556,6,6,3,2,824,31,Average,Rental,2,8800,253897.0,163514.2857142857,3.5,5723.0,45,892
715,2022-06-15,2022,2,6,24,15,Virginia,Richmond,23213,Female,Adult,1,Property Manager,3074,4,4,2,2,323,69,Average,Sale,1,2472,301707.0,56136.0,2.4,39839.0,84,502
716,2023-12-23,2023,4,12,51,23,Connecticut,Hartford,6105,Male,Middle Aged,4,Real Estate Agent,2398,4,4,2,1,121,60,Average,Sale,1,6867,482440.0,821041.6666666666,2.4,19705.0,20,294
717,2023-02-16,2023,1,2,7,16,District of Columbia,Washington,13949,Female,Adult,3,Broker Associate,1654,3,3,2,1,245,45,Excellent,Rental,1,11611,38915.0,56780.0,5.8,18893.0,77,1048
718,2022-07-22,2022,3,7,29,22,Texas,Houston,77040,Male,Middle Aged,1,Real Estate Agent,3464,4,4,2,2,200,36,Average,Rental,0,8624,732102.0,67613.0,5.0,6577.0,0,885
719,2022-04-13,2022,2,4,15,13,Alabama,Huntsville,32912,Male,Middle Aged,2,Real Estate Agent,4553,6,6,3,2,209,15,Poor,Rental,1,10383,372298.0,375181.8181818182,3.3,12381.0,55,0
720,2022-02-28,2022,1,2,9,28,North Carolina,Wilmington,28405,Female,Middle Aged,1,Real Estate Agent,1131,2,2,1,1,188,41,Poor,Sale,0,7421,395844.0,35777.0,4.1,39367.0,0,1114
721,2023-04-08,2023,2,4,14,8,Nevada,Reno,92289,Female,Senior,1,Leasing Consultant,4379,5,5,2,2,369,23,Excellent,Rental,1,2508,562054.0,65012.0,5.9,25583.0,135,697
722,2024-01-05,2024,1,1,1,5,North Carolina,Durham,27717,Female,Adult,1,Property Manager,4836,6,6,3,2,232,39,Excellent,Sale,1,12432,247499.0,47076.0,3.1,4248.0,60,769
723,2023-01-28,2023,1,1,4,28,Iowa,Des Moines,50330,Female,Middle Aged,1,Listing Coordinator,3570,4,4,2,2,370,10,Average,Sale,2,991,554706.0,68229.0,2.2,12110.0,39,300
724,2024-02-26,2024,1,2,9,26,New Jersey,Newark,7188,Female,Middle Aged,2,Property Manager,4353,5,5,2,2,195,72,Average,Sale,1,2894,686187.0,51110.0,2.8,48301.0,14,1270
725,2022-12-30,2022,4,12,52,30,Nevada,Las Vegas,89160,Male,Senior,2,Broker Associate,2869,4,4,2,1,309,66,Average,Sale,1,5390,113980.0,34356.0,5.3,1060.0,7,1365
