feature_id,lot_area_sqft,no_bedrooms,no_bathrooms,no_kitchens,no_floors,parking_area_sqft,year_built,condition_rating
1184,1161,2.0,2,1,1,186.0,1973,5
1185,2751,4.0,4,2,1,230.0,2019,9
1186,2369,4.0,4,2,1,,1951,8
1187,3519,4.0,4,2,2,192.0,1958,4
1188,1154,2.0,2,1,1,,1986,3
1189,1639,3.0,3,2,1,148.0,1982,5
1190,3185,4.0,4,2,2,343.0,2001,1
1191,897,1.0,1,1,1,44.0,2011,4
1192,1801,,3,2,1,,2006,6
1193,1998,3.0,3,2,1,207.0,2005,5
1194,4910,6.0,6,3,2,301.0,2016,8
1195,591,,1,1,1,81.0,1973,3
1196,3496,,4,2,2,645.0,2020,7
1197,1789,3.0,3,2,1,48.0,2007,10
1198,1653,3.0,3,2,1,261.0,1990,10
1199,821,1.0,1,1,1,5.0,2001,10
1200,1617,3.0,3,2,1,299.0,1953,2
