visit_id,property_id,visit_date,client_id,description
1113,1112,2024-02-06,1049,Moderately Interested in Purchase
1114,1027,2024-07-16,1110,Not Interested in Property
1115,1023,2025-02-17,1102,Interested but Needs More Information
1116,1052,2024-03-07,1073,Interested in a Different Type of Property
1117,1156,2024-06-05,1159,Interested but Needs More Information
1118,1039,2024-04-22,1001,Interested but Price is a Concern
1119,1053,2024-03-25,1043,Interested in a Different Type of Property
1120,1119,2024-07-26,1085,Waiting on External Factors
1121,1157,2024-02-17,1035,Requires Significant Changes or Renovations
1122,1136,2024-06-21,1076,Interested but Needs More Information
1123,1020,2024-03-31,1164,Interested but Needs More Information
1124,1047,2024-12-08,1010,Waiting on External Factors
1125,1038,2024-06-09,1045,Waiting on External Factors
1126,1179,2025-01-01,1121,Moderately Interested in Purchase
1127,1069,2024-11-06,1184,Highly Interested in Purchase
1128,1131,2024-08-14,1053,Highly Interested in Rent
1129,1055,2024-04-26,1026,Moderately Interested in Rent
1130,1128,2024-07-10,1061,Interested but Needs More Information
1131,1051,2025-01-21,1166,Interested but Needs More Information
1132,1030,2024-08-01,1153,Highly Interested in Rent
1133,1042,2024-08-07,1136,Interested in a Different Type of Property
1134,1070,2024-07-05,1197,Not Interested in Property
1135,1150,2024-02-22,1036,Waiting on External Factors
1136,1017,2024-04-24,1115,Interested in a Different Type of Property
1137,1015,2024-07-22,1157,Moderately Interested in Rent
1138,1057,2024-04-07,1122,Not Interested in Property
1139,1083,2024-08-24,1158,Moderately Interested in Purchase
1140,1123,2024-06-12,1044,Moderately Interested in Purchase
1141,1004,2024-12-12,1196,Interested but Needs More Information
1142,1125,2024-08-03,1075,Not Interested in Property
1143,1173,2024-08-07,1111,Waiting on External Factors
1144,1160,2024-07-16,1154,Moderately Interested in Purchase
1145,1182,2024-06-06,1193,Requires Significant Changes or Renovations
1146,1010,2025-01-09,1190,Interested but Price is a Concern
1147,1016,2024-11-26,1077,Interested but Needs More Information
1148,1163,2024-02-28,1146,Not Interested in Property
1149,1180,2024-11-21,1173,Requires Significant Changes or Renovations
1150,1013,2024-07-28,1066,Interested in a Different Type of Property
1151,1036,2024-11-26,1019,Interested but Needs More Information
1152,1102,2024-08-08,1114,Highly Interested in Rent
1153,1174,2024-10-05,1014,Interested but Price is a Concern
1154,1148,2024-04-26,1183,Interested but Price is a Concern
1155,1002,2024-08-26,1037,Highly Interested in Rent
1156,1184,2024-03-15,1128,Not Interested in Property
1157,1197,2024-12-18,1130,Highly Interested in Rent
1158,1075,2024-12-21,1149,Interested but Needs More Information
1159,1068,2024-09-29,1079,Interested in a Different Type of Property
1160,1199,2024-12-12,1020,Interested but Price is a Concern
1161,1067,2024-08-20,1015,Interested in a Different Type of Property
1162,1073,2024-11-14,1127,Highly Interested in Rent
1163,1096,2024-07-31,1145,Interested but Price is a Concern
1164,1062,2024-12-30,1200,Interested in a Different Type of Property
1165,1091,2025-01-20,1057,Not Interested in Property
1166,1134,2024-12-24,1139,Not Interested in Property
1167,1021,2024-12-05,1142,Highly Interested in Purchase
1168,1121,2024-05-15,1185,Moderately Interested in Rent
1169,1054,2024-03-09,1018,Waiting on External Factors
1170,1045,2024-09-27,1182,Requires Significant Changes or Renovations
1171,1059,2024-02-20,1117,Waiting on External Factors
1172,1044,2024-04-06,1165,Interested but Price is a Concern
1173,1164,2024-11-21,1050,Interested but Needs More Information
1174,1092,2024-05-08,1071,Moderately Interested in Purchase
1175,1159,2024-05-24,1056,Highly Interested in Rent
1176,1132,2024-02-05,1080,Interested in a Different Type of Property
1177,1137,2024-08-30,1181,Highly Interested in Rent
1178,1104,2024-12-30,1156,Highly Interested in Rent
1179,1166,2024-10-11,1021,Waiting on External Factors
1180,1006,2024-12-29,1051,Waiting on External Factors
1181,1134,2025-02-11,1147,Moderately Interested in Purchase
1182,1156,2024-06-23,1033,Interested but Needs More Information
1183,1151,2024-09-15,1015,Waiting on External Factors
1184,1148,2024-04-25,1040,Interested in a Different Type of Property
1185,1138,2025-01-02,1023,Interested but Price is a Concern
1186,1015,2024-07-18,1130,Not Interested in Property
1187,1080,2024-12-24,1074,Highly Interested in Rent
1188,1049,2024-03-06,1097,Interested but Needs More Information
1189,1198,2024-07-10,1005,Not Interested in Property
1190,1092,2024-05-22,1039,Interested but Needs More Information
1191,1055,2024-03-11,1137,Interested but Price is a Concern
1192,1048,2024-02-05,1153,Requires Significant Changes or Renovations
1193,1154,2024-06-23,1164,Highly Interested in Purchase
1194,1175,2025-02-07,1033,Highly Interested in Purchase
1195,1168,2024-11-05,1179,Not Interested in Property
1196,1172,2024-06-05,1107,Interested but Price is a Concern
1197,1162,2024-08-20,1124,Waiting on External Factors
1198,1141,2024-05-29,1197,Highly Interested in Rent
1199,1108,2024-07-25,1190,Highly Interested in Purchase
1200,1034,2024-03-16,1119,Highly Interested in Purchase
