property_id,address_id,owner_id,agent_id,feature_id,listing_date,listing_type,asking_amount
1086,1105,1027,1127,1086,6/26/2024,Sale,795450.0
1087,1114,1106,1163,1087,3/29/2024,,60833.0
1088,1193,1151,1101,1088,5/11/2024,Rental,383199.0
1089,1053,1087,1007,1089,8/4/2024,Sale,411193.0
1090,1169,1159,1060,1090,10/28/2024,Sale,754054.0
1091,1123,1129,1068,1091,4/16/2024,Rental,785815.0
1092,1082,1094,1192,1092,7/8/2024,,692157.0
1093,1057,1154,1178,1093,4/7/2024,Sale,845039.0
1094,1009,1008,1112,1094,11/4/2024,Rental,635411.0
1095,1166,1054,1184,1095,1/20/2024,Rental,477317.0
1096,1059,1097,1114,1096,5/21/2024,,682239.0
1097,1163,1049,1134,1097,1/10/2024,,367999.0
1098,1110,1142,1140,1098,5/11/2024,Sale,241457.0
1099,1044,1081,1131,1099,7/17/2024,Sale,373282.0
1100,1014,1101,1100,1100,7/25/2024,Rental,106263.0
1101,1157,1057,1175,1101,8/7/2024,Sale,362035.0
1102,1018,1062,1168,1102,11/12/2024,Rental,754249.0
1103,1168,1069,1187,1103,1/25/2024,Rental,982245.0
1104,1019,1161,1008,1104,6/23/2024,Sale,111666.0
1105,1028,1007,1076,1105,3/22/2024,,695418.0
1106,1050,1046,1191,1106,8/27/2024,Rental,917924.0
1107,1061,1104,1077,1107,11/13/2024,Sale,488457.0
1108,1007,1199,1154,1108,5/15/2024,,664737.0
1109,1172,1187,1186,1109,2/2/2024,Sale,786593.0
1110,1064,1107,1107,1110,4/24/2024,Sale,700956.0
1111,1048,1013,1035,1111,8/19/2024,Sale,964816.0
1112,1158,1001,1183,1112,8/4/2024,Rental,694102.0
1113,1191,1181,1055,1113,6/13/2024,Rental,485958.0
1114,1159,1020,1144,1114,2/26/2024,,649426.0
1115,1164,1060,1046,1115,7/15/2024,Rental,
1116,1101,1063,1162,1116,10/30/2024,Sale,205856.0
1117,1097,1180,1078,1117,11/21/2024,,446994.0
1118,1045,1143,1099,1118,7/6/2024,Sale,865515.0
1119,1042,1071,1173,1119,10/15/2024,Rental,121710.0
1120,1024,1123,1145,1120,8/9/2024,Rental,369877.0
1121,1073,1196,1010,1121,3/8/2024,Rental,667591.0
1122,1016,1139,1189,1122,4/3/2024,Rental,88858.0
1123,1133,1128,1048,1123,1/27/2024,Rental,210620.0
1124,1084,1022,1030,1124,8/23/2024,Rental,880683.0
1125,1030,1091,1006,1125,2/18/2024,Rental,227136.0
1126,1052,1018,1146,1126,8/7/2024,Rental,148534.0
1127,1102,1169,1118,1127,4/27/2024,Sale,618138.0
1128,1076,1014,1094,1128,4/29/2024,Rental,137007.0
1129,1043,1024,1054,1129,3/22/2024,Rental,992733.0
1130,1063,1011,1095,1130,11/10/2024,Sale,611126.0
1131,1122,1090,1067,1131,6/30/2024,Rental,459194.0
1132,1200,1074,1024,1132,11/29/2024,Rental,733671.0
1133,1083,1056,1123,1133,4/1/2024,Sale,966450.0
1134,1069,1095,1026,1134,2/26/2024,Sale,320852.0
1135,1132,1124,1196,1135,9/23/2024,Rental,453383.0
1136,1111,1032,1136,1136,9/4/2024,Rental,
1137,1004,1132,1125,1137,11/1/2024,Rental,628730.0
1138,1040,1179,1073,1138,1/13/2024,Rental,769761.0
1139,1015,1172,1014,1139,7/15/2024,Rental,476844.0
1140,1037,1100,1185,1140,12/11/2024,Sale,398939.0
1141,1021,1160,1050,1141,10/18/2024,Sale,764307.0
1142,1038,1153,1088,1142,2/21/2024,Rental,
1143,1140,1130,1195,1143,7/11/2024,,791964.0
1144,1072,1006,1021,1144,9/5/2024,Sale,102054.0
1145,1036,1164,1061,1145,6/25/2024,Sale,25027.0
1146,1068,1197,1194,1146,1/23/2024,Rental,761063.0
1147,1150,1198,1090,1147,4/18/2024,Sale,682974.0
1148,1031,1075,1013,1148,5/27/2024,Sale,931482.0
1149,1154,1033,1070,1149,7/14/2024,,
1150,1092,1111,1028,1150,12/21/2024,,408965.0
1151,1099,1038,1083,1151,9/22/2024,,514689.0
1152,1054,1035,1128,1152,1/6/2024,Rental,621054.0
1153,1136,1174,1025,1153,1/15/2024,Sale,371164.0
1154,1006,1192,1081,1154,6/16/2024,Rental,467611.0
1155,1094,1122,1113,1155,3/29/2024,Rental,853967.0
1156,1155,1053,1149,1156,8/5/2024,Sale,659172.0
1157,1017,1184,1160,1157,5/1/2024,Rental,975828.0
1158,1079,1114,1200,1158,11/21/2024,Sale,278914.0
1159,1081,1045,1117,1159,8/5/2024,Rental,843747.0
1160,1183,1082,1079,1160,12/10/2024,Rental,477747.0
1161,1112,1168,1080,1161,7/18/2024,Rental,854221.0
1162,1182,1040,1065,1162,11/17/2024,Rental,31440.0
1163,1089,1029,1016,1163,12/10/2024,Rental,596549.0
1164,1117,1012,1092,1164,7/18/2024,,952276.0
1165,1049,1150,1086,1165,4/15/2024,,980665.0
1166,1181,1163,1043,1166,9/27/2024,Rental,578612.0
1167,1041,1059,1172,1167,5/31/2024,,801544.0
1168,1056,1136,1165,1168,6/26/2024,Rental,862234.0
1169,1116,1072,1153,1169,9/29/2024,Rental,149901.0
1170,1118,1113,1164,1170,6/12/2024,Rental,407740.0
1171,1022,1133,1141,1171,4/30/2024,Sale,990868.0
1172,1025,1157,1072,1172,5/20/2024,Sale,240657.0
1173,1051,1137,1098,1173,7/14/2024,Sale,881620.0
1174,1020,1121,1027,1174,10/27/2024,,126446.0
1175,1121,1148,1121,1175,2/20/2024,Rental,314156.0
1176,1152,1052,1182,1176,3/2/2024,Sale,859187.0
1177,1058,1158,1066,1177,4/29/2024,Rental,696879.0
1178,1184,1183,1059,1178,3/19/2024,Rental,652494.0
1179,1032,1152,1130,1179,5/19/2024,Sale,292251.0
1180,1195,1173,1085,1180,3/4/2024,Rental,
1181,1129,1080,1049,1181,11/5/2024,Sale,
1182,1165,1085,1104,1182,11/30/2024,Sale,269186.0
1183,1070,1021,1108,1183,8/19/2024,Rental,
1184,1175,1072,1160,1184,9/10/2024,Sale,
1185,1023,1043,1149,1185,8/24/2024,Rental,987531.0
1186,1160,1175,1041,1186,5/22/2024,Rental,617811.0
1187,1171,1105,1047,1187,1/12/2024,,972456.0
1188,1125,1035,1132,1188,2/25/2024,Rental,
1189,1170,1178,1028,1189,7/21/2024,Rental,331180.0
1190,1129,1074,1122,1190,10/8/2024,Sale,869200.0
1191,1108,1011,1156,1191,9/23/2024,Sale,966021.0
1192,1175,1007,1107,1192,3/2/2024,,877065.0
1193,1098,1063,1005,1193,8/30/2024,,57479.0
1194,1115,1049,1083,1194,8/26/2024,Rental,387127.0
1195,1044,1025,1043,1195,1/16/2024,,764931.0
1196,1150,1103,1141,1196,12/28/2024,,858658.0
1197,1003,1153,1131,1197,6/25/2024,Sale,
1198,1065,1181,1189,1198,4/12/2024,,
1199,1152,1189,1155,1199,8/15/2024,Rental,
1200,1184,1002,1088,1200,11/4/2024,,246149.0
